iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
20429448,Fis-23415,Carangoides equula,LC,unknown,am,39,Maldives,38,NA,5476
20429455,Fis-23416,Carangoides ferdau,LC,unknown,am,39,Maldives,38,NA,5476
20429462,Fis-23417,Carangoides fulvoguttatus,LC,unknown,am,39,Maldives,38,NA,5476
20429787,Fis-23420,Carangoides hedlandensis,LC,unknown,am,39,Maldives,38,NA,5476
20429800,Fis-25117,Carangoides malabaricus,LC,unknown,am,39,Maldives,38,NA,5476
20429854,Fis-23425,Carangoides oblongus,LC,unknown,am,39,Maldives,38,NA,5476
20429869,Fis-21857,Carangoides orthogrammus,LC,unknown,am,39,Maldives,38,NA,5476
20429950,Fis-29763,Carangoides plagiotaenia,LC,stable,am,39,Maldives,38,NA,5476
20430011,Fis-29767,Carangoides talamparoides,LC,unknown,am,39,Maldives,38,NA,5476
20430563,Fis-23419,Caranx heberi,LC,unknown,am,39,Maldives,38,NA,5476
20430651,Fis-23422,Caranx ignobilis,LC,unknown,am,39,Maldives,38,NA,5476
20430679,Fis-29762,Caranx melampygus,LC,unknown,am,39,Maldives,38,NA,5476
20430774,Fis-31816,Caranx papuensis,LC,unknown,am,39,Maldives,38,NA,5476
20430800,Fis-29768,Caranx tille,LC,unknown,am,39,Maldives,38,NA,5476
20431518,Fis-29908,Decapterus macrosoma,LC,unknown,am,39,Maldives,38,NA,5476
20431538,Fis-28451,Decapterus muroadsi,LC,unknown,am,39,Maldives,5,NA,5476
20432158,Fis-22901,Megalaspis cordyla,LC,unknown,am,39,Maldives,38,NA,5476
20434679,Fis-30612,Scomberoides commersonnianus,LC,unknown,am,39,Maldives,38,NA,5476
20434766,Fis-23798,Scomberoides lysan,LC,unknown,am,39,Maldives,38,NA,5476
20435070,Fis-23799,Scomberoides tala,LC,unknown,am,39,Maldives,38,NA,5476
20435185,Fis-23800,Scomberoides tol,LC,unknown,am,39,Maldives,38,NA,5476
20435470,Fis-22955,Selaroides leptolepis,LC,unknown,am,39,Maldives,38,NA,5476
20435980,Fis-23809,Seriolina nigrofasciata,LC,unknown,am,39,Maldives,38,NA,5476
20436473,Fis-23861,Trachinotus baillonii,LC,unknown,am,39,Maldives,38,NA,5476
20436497,Fis-23862,Trachinotus blochii,LC,unknown,am,39,Maldives,38,NA,5476
20662018,Fis-49920,Rosenblattichthys hubbsi,LC,unknown,am,39,Maldives,332,NA,5476
20662028,Fis-49921,Scopelarchoides danae,LC,unknown,am,39,Maldives,337,NA,5476
20665551,Fis-32839,Diplospinus multistriatus,LC,unknown,am,39,Maldives,45,NA,5476
20666310,Fis-27057,Benthodesmus tenuis,LC,unknown,am,39,Maldives,43,NA,5476
20885933,Fis-27608,Paralepis elongata,LC,unknown,am,39,Maldives,300,NA,5476
21101322,Fis-33194,Winteria telescopa,LC,unknown,am,39,Maldives,324,NA,5476
21110117,Fis-31398,Hoplostethus cadenati,LC,stable,am,39,Maldives,23,NA,5476
21110276,Fis-30920,Barbourisia rufa,LC,unknown,am,39,Maldives,80,NA,5476
21112867,Fis-50370,Caulophryne polynema,LC,unknown,am,39,Maldives,325,NA,5476
21112879,Fis-50569,Ceratias uranoscopus,LC,unknown,am,39,Maldives,332,NA,5476
21113900,Fis-50454,Dysalotus alcocki,LC,unknown,am,39,Maldives,5,NA,5476
21113904,Fis-50458,Kali indica,LC,unknown,am,39,Maldives,325,NA,5476
21132418,Fis-30979,Scombrolabrax heterolepis,LC,decreasing,am,39,Maldives,44,NA,5476
21132774,Fis-33182,Saccopharynx ramosus,LC,unknown,am,39,Maldives,295,NA,5476
21132808,Fis-33152,Melamphaes eulepis,LC,unknown,am,39,Maldives,337,NA,5476
21132822,Fis-50301,Melamphaes simus,LC,unknown,am,39,Maldives,337,NA,5476
21132825,Fis-33740,Cyclothone obscura,LC,unknown,am,39,Maldives,331,NA,5476
21132828,Fis-58515,Gonostoma atlanticum,LC,stable,am,39,Maldives,337,NA,5476
21132859,Fis-32332,Argyropelecus sladeni,LC,unknown,am,39,Maldives,337,NA,5476
21132898,Fis-34847,Aristostomias polydactylus,LC,unknown,am,39,Maldives,337,NA,5476
21132901,Fis-34849,Aristostomias xenostoma,LC,unknown,am,39,Maldives,337,NA,5476
21132910,Fis-33819,Astronesthes indicus,LC,unknown,am,39,Maldives,337,NA,5476
21132935,Fis-28185,Bathophilus longipinnis,LC,unknown,am,39,Maldives,337,NA,5476
21132953,Fis-34792,Bathophilus pawneei,LC,unknown,am,39,Maldives,337,NA,5476
21132963,Fis-25477,Borostomias elucens,LC,unknown,am,39,Maldives,336,NA,5476
21132986,Fis-34805,Eustomias enbarbatus,LC,unknown,am,39,Maldives,337,NA,5476
21132989,Fis-34806,Eustomias fissibarbis,LC,unknown,am,39,Maldives,332,NA,5476
21133028,Fis-34782,Heterophotus ophistoma,LC,unknown,am,39,Maldives,331,NA,5476
21133050,Fis-28200,Melanostomias tentaculatus,LC,unknown,am,39,Maldives,337,NA,5476
21133058,Fis-49750,Neonesthes microcephalus,LC,unknown,am,39,Maldives,336,NA,5476
21133091,Fis-27695,Photonectes braueri,LC,unknown,am,39,Maldives,332,NA,5476
21133108,Fis-28203,Photonectes margarita,LC,unknown,am,39,Maldives,331,NA,5476
21133116,Fis-34838,Photonectes mirabilis,LC,unknown,am,39,Maldives,332,NA,5476
21133121,Fis-33797,Stomias affinis,LC,unknown,am,39,Maldives,337,NA,5476
21133167,Fis-34842,Thysanactis dentex,LC,unknown,am,39,Maldives,5,NA,5476
21133195,Fis-27309,Allocyttus verrucosus,LC,stable,am,39,Maldives,337,NA,5476
42830204,Fis-22961,Synagrops japonicus,LC,stable,am,39,Maldives,43,NA,5476
46074027,Fis-26147,Saurida tumbil,LC,unknown,am,39,Maldives,38,NA,5476
46080857,Fis-23412,Carangoides bajad,LC,unknown,am,39,Maldives,38,NA,5476
46081534,Fis-23883,Uraspis uraspis,LC,unknown,am,39,Maldives,38,NA,5476
46081926,Fis-144759,Gerres longirostris,LC,unknown,am,39,Maldives,38,NA,5476
46086162,Fis-25822,Kyphosus cinerascens,LC,unknown,am,39,Maldives,38,NA,5476
46086190,Fis-25823,Kyphosus vaigiensis,LC,unknown,am,39,Maldives,38,NA,5476
46086355,Fis-35634,Gunnellichthys viridescens,LC,unknown,am,39,Maldives,38,NA,5476
46086532,Fis-25937,Parupeneus heptacanthus,LC,stable,am,39,Maldives,39,NA,5476
46086601,Fis-10312,Parupeneus macronemus,LC,unknown,am,39,Maldives,38,NA,5476
46086703,Fis-26237,Upeneus sundaicus,LC,unknown,am,39,Maldives,38,NA,5476
46087813,Fis-33715,Priacanthus blochii,LC,unknown,am,39,Maldives,38,NA,5476
46087863,Fis-25818,Priacanthus hamrur,LC,unknown,am,39,Maldives,39,NA,5476
46087917,Fis-31051,Priacanthus tayenus,LC,unknown,am,39,Maldives,38,NA,5476
46088346,Fis-3828,Siganus canaliculatus,LC,unknown,am,39,Maldives,38,NA,5476
46088399,Fis-25221,Siganus javus,LC,unknown,am,39,Maldives,38,NA,5476
46093091,Fis-11214,Arnoglossus macrolophus,LC,unknown,am,39,Maldives,38,NA,5476
46093134,Fis-23489,Engyprosopon grandisquama,LC,unknown,am,39,Maldives,38,NA,5476
46093150,Fis-26233,Grammatobothus polyophthalmus,LC,unknown,am,39,Maldives,38,NA,5476
46097614,Fis-112893,Kumococius rodericensis,LC,unknown,am,39,Maldives,38,NA,5476
46097625,Fis-21563,Rogadius asper,LC,unknown,am,39,Maldives,38,NA,5476
46097663,Fis-47088,Rogadius pristiger,LC,unknown,am,39,Maldives,38,NA,5476
46097767,Fis-47022,Thysanophrys celebica,LC,unknown,am,39,Maldives,38,NA,5476
46098924,Fis-54327,Scorpaenopsis oxycephala,LC,unknown,am,39,Maldives,39,NA,5476
46099940,Fis-26767,Scorpaenopsis venosa,LC,unknown,am,39,Maldives,38,NA,5476
46102529,Fis-31858,Centriscus scutatus,LC,unknown,am,39,Maldives,38,NA,5476
46102569,Fis-50333,Acentronura tentaculata,LC,unknown,am,39,Maldives,38,NA,5476
46102582,Fis-112241,Bryx analicarens,LC,unknown,am,39,Maldives,31,NA,5476
46102624,Fis-25913,Corythoichthys haematopterus,LC,unknown,am,39,Maldives,38,NA,5476
46102674,Fis-112274,Cosmocampus investigatoris,LC,unknown,am,39,Maldives,8,NA,5476
46102713,Fis-25923,Micrognathus andersonii,LC,unknown,am,39,Maldives,38,NA,5476
46102735,Fis-25927,Trachyrhamphus bicoarctatus,LC,unknown,am,39,Maldives,38,NA,5476
47164926,Fis-50079,Coccorella atlantica,LC,unknown,am,39,Maldives,337,NA,5476
47165067,Fis-49952,Diaphus luetkeni,LC,unknown,am,39,Maldives,337,NA,5476
47165363,Fis-34812,Eustomias macrurus,LC,unknown,am,39,Maldives,331,NA,5476
49145820,Fis-23031,Atractoscion aequidens,VU,decreasing,am,39,Maldives,38,NA,5476
50902942,Fis-23881,Uraspis helvola,LC,unknown,am,39,Maldives,39,NA,5476
50902961,Fis-25120,Pentaprion longimanus,LC,unknown,am,39,Maldives,38,NA,5476
50903119,Fis-25929,Mulloidichthys flavolineatus,LC,stable,am,39,Maldives,38,NA,5476
50903138,Fis-30980,Upeneus sulphureus,LC,stable,am,39,Maldives,38,NA,5476
50903183,Fis-25337,Upeneus vittatus,LC,unknown,am,39,Maldives,38,NA,5476
50903234,Fis-25150,Dactyloptena orientalis,LC,unknown,am,39,Maldives,38,NA,5476
50903260,Fis-58954,Pterois russelii,LC,unknown,am,39,Maldives,38,NA,5476
56852298,Fis-31547,Kyphosus bigibbus,LC,unknown,am,39,Maldives,38,NA,5476
56852510,Fis-32561,Aesopia cornuta,LC,unknown,am,39,Maldives,38,NA,5476
56852595,Fis-25911,Choeroichthys brachysoma,LC,unknown,am,39,Maldives,38,NA,5476
57453548,Fis-33130,Aphyonus gelatinosus,LC,unknown,am,39,Maldives,116,NA,5476
57453584,Fis-27252,Nybelinella erikssoni,DD,NA,am,39,Maldives,49,NA,5476
57453743,Fis-49672,Bajacalifornia calcarata,LC,unknown,am,39,Maldives,195,NA,5476
57508187,Fis-62040,Eleotris mauritiana,LC,unknown,am,39,Maldives,38,NA,5476
57509336,Fis-33735,Kraemeria samoensis,LC,unknown,am,39,Maldives,38,NA,5476
60469175,Fis-50764,Abyssobrotula galatheae,LC,unknown,am,39,Maldives,236,NA,5476
60469186,Fis-29601,Alepisaurus brevirostris,LC,unknown,am,39,Maldives,321,NA,5476
60469232,Fis-31105,Aristostomias lunifer,LC,unknown,am,39,Maldives,337,NA,5476
60469264,Fis-132165,Bassozetus levistomatus,LC,unknown,am,39,Maldives,190,NA,5476
60469375,Fis-34793,Bathophilus schizochirus,LC,unknown,am,39,Maldives,333,NA,5476
60469527,Fis-48135,Bathytroctes squamosus,LC,unknown,am,39,Maldives,326,NA,5476
60469615,Fis-143859,Caulophryne pelagica,DD,NA,am,39,Maldives,321,NA,5476
60469670,Fis-31023,Centrophryne spinulosa,LC,unknown,am,39,Maldives,335,NA,5476
60469804,Fis-50410,Chaenophryne draco,LC,unknown,am,39,Maldives,5,NA,5476
60469866,Fis-48922,Coryphaenoides rudis,LC,unknown,am,39,Maldives,3,NA,5476
60470089,Fis-35981,Danacetichthys galathenus,DD,NA,am,39,Maldives,249,NA,5476
60470092,Fis-49962,Diaphus problematicus,LC,unknown,am,39,Maldives,337,NA,5476
60470422,Fis-34818,Eustomias simplex,LC,unknown,am,39,Maldives,337,NA,5476
60470770,Fis-50614,Haplophryne mollis,LC,unknown,am,39,Maldives,337,NA,5476
60471195,Fis-53281,Hymenogadus gracilis,DD,NA,am,39,Maldives,330,NA,5476
60471792,Fis-52165,Kali kerberti,LC,unknown,am,39,Maldives,332,NA,5476
60471855,Fis-49988,Lampadena speculigera,LC,unknown,am,39,Maldives,2,NA,5476
60471877,Fis-27226,Lamprogrammus brunswigi,LC,unknown,am,39,Maldives,45,NA,5476
60471901,Fis-33110,Lamprogrammus niger,LC,unknown,am,39,Maldives,326,NA,5476
60474290,Fis-26538,Loweina rara,LC,unknown,am,39,Maldives,337,NA,5476
60475627,Fis-48978,Macrouroides inflaticeps,LC,unknown,am,39,Maldives,328,NA,5476
60477122,Fis-33155,Melamphaes longivelis,DD,NA,am,39,Maldives,5,NA,5476
60477337,Fis-51000,Melamphaes polylepis,DD,NA,am,39,Maldives,337,NA,5476
60478881,Fis-34830,Melanostomias melanops,LC,unknown,am,39,Maldives,336,NA,5476
60479167,Fis-34832,Melanostomias paucilaternatus,LC,unknown,am,39,Maldives,337,NA,5476
60479648,Fis-49729,Mentodus facilis,LC,unknown,am,39,Maldives,333,NA,5476
60480946,Fis-49717,Mentodus perforatus,LC,unknown,am,39,Maldives,305,NA,5476
60481184,Fis-49711,Mentodus rostratus,LC,unknown,am,39,Maldives,173,NA,5476
60481692,Fis-149465,Nannobrachium wisneri,LC,unknown,am,39,Maldives,88,NA,5476
60481885,Fis-49691,Narcetes erimelas,LC,unknown,am,39,Maldives,238,NA,5476
60481914,Fis-31021,Neoceratias spinifer,LC,unknown,am,39,Maldives,49,NA,5476
60482037,Fis-33803,Odontomacrurus murrayi,LC,unknown,am,39,Maldives,332,NA,5476
60482259,Fis-166038,Paracaristius nudarcus,DD,NA,am,39,Maldives,5,NA,5476
60482374,Fis-168166,Pentherichthys atratus,LC,unknown,am,39,Maldives,5,NA,5476
60482467,Fis-34834,Photonectes caerulescens,LC,unknown,am,39,Maldives,336,NA,5476
60482532,Fis-161040,Photostomias atrox,LC,unknown,am,39,Maldives,337,NA,5476
60482748,Fis-50204,Porogadus miles,LC,unknown,am,39,Maldives,326,NA,5476
60483137,Fis-150167,Regalecus russelii,LC,unknown,am,39,Maldives,205,NA,5476
60483177,Fis-126118,Rhynchactis macrothrix,DD,NA,am,39,Maldives,328,NA,5476
60483273,Fis-30919,Rondeletia loricata,LC,unknown,am,39,Maldives,337,NA,5476
60484333,Fis-53495,Scopelogadus mizolepis,LC,unknown,am,39,Maldives,335,NA,5476
60484826,Fis-32105,Sternoptyx pseudodiaphana,LC,unknown,am,39,Maldives,337,NA,5476
61668607,Fis-12876,Anguilla bengalensis,NT,unknown,am,39,Maldives,7,NA,5476
65134886,Fis-23389,Aulostomus chinensis,LC,unknown,am,39,Maldives,38,NA,5476
65134998,Fis-32617,Aeoliscus punctulatus,DD,NA,am,39,Maldives,38,NA,5476
65135062,Fis-26161,Aeoliscus strigatus,DD,NA,am,39,Maldives,38,NA,5476
65363156,Fis-32556,Notopogon xenosoma,LC,unknown,am,39,Maldives,3,NA,5476
65363316,Fis-32618,Solenostomus cyanopterus,LC,unknown,am,39,Maldives,38,NA,5476
65363417,Fis-26477,Solenostomus paradoxus,LC,unknown,am,39,Maldives,38,NA,5476
65364553,Fis-25613,Choeroichthys sculptus,LC,decreasing,am,39,Maldives,38,NA,5476
65364895,Fis-57917,Corythoichthys insularis,LC,unknown,am,39,Maldives,32,NA,5476
65365012,Fis-31610,Corythoichthys nigripectus,LC,decreasing,am,39,Maldives,38,NA,5476
65365100,Fis-31613,Corythoichthys schultzi,LC,decreasing,am,39,Maldives,38,NA,5476
65365759,Fis-25916,Cosmocampus darrosanus,LC,decreasing,am,39,Maldives,38,NA,5476
65365899,Fis-25917,Cosmocampus maxweberi,LC,decreasing,am,39,Maldives,38,NA,5476
65366455,Fis-133276,Dunckerocampus boylei,LC,unknown,am,39,Maldives,38,NA,5476
65367461,Fis-28621,Halicampus boothae,LC,unknown,am,39,Maldives,38,NA,5476
65367574,Fis-25920,Halicampus dunckeri,LC,decreasing,am,39,Maldives,38,NA,5476
65367590,Fis-32505,Halicampus grayi,LC,unknown,am,39,Maldives,38,NA,5476
65367594,Fis-33825,Halicampus macrorhynchus,LC,unknown,am,39,Maldives,38,NA,5476
65367712,Fis-25921,Halicampus mataafae,LC,unknown,am,39,Maldives,38,NA,5476
65369305,Fis-161685,Kyonemichthys rumengani,LC,unknown,am,39,Maldives,36,NA,5476
65370525,Fis-62188,Micrognathus brevirostris,LC,decreasing,am,39,Maldives,38,NA,5476
65372127,Fis-52612,Nannocampus pictus,LC,decreasing,am,39,Maldives,38,NA,5476
65372543,Fis-112462,Penetopteryx taeniocephalus,LC,unknown,am,39,Maldives,36,NA,5476
65372675,Fis-26676,Phoxocampus belcheri,LC,unknown,am,39,Maldives,38,NA,5476
65372732,Fis-25925,Phoxocampus diacanthus,LC,unknown,am,39,Maldives,38,NA,5476
65374054,Fis-32241,Siokunichthys bentuviai,DD,NA,am,39,Maldives,38,NA,5476
65375137,Fis-53112,Trachyrhamphus longirostris,LC,unknown,am,39,Maldives,38,NA,5476
65375205,Fis-53108,Trachyrhamphus serratus,DD,NA,am,39,Maldives,38,NA,5476
67852269,Fis-25170,Saurida gracilis,LC,stable,am,39,Maldives,38,NA,5476
67852930,Fis-32678,Saurida nebulosa,LC,unknown,am,39,Maldives,38,NA,5476
67853390,Fis-35278,Synodus dermatogenys,LC,unknown,am,39,Maldives,38,NA,5476
67853408,Fis-35406,Synodus doaki,LC,unknown,am,39,Maldives,39,NA,5476
67853432,Fis-32591,Synodus hoshinonis,LC,unknown,am,39,Maldives,38,NA,5476
67853451,Fis-32592,Synodus jaculum,LC,unknown,am,39,Maldives,38,NA,5476
67854712,Fis-34112,Synodus macrocephalus,LC,unknown,am,39,Maldives,39,NA,5476
67855363,Fis-34111,Synodus oculeus,LC,unknown,am,39,Maldives,38,NA,5476
67855905,Fis-34110,Synodus rubromarmoratus,LC,unknown,am,39,Maldives,38,NA,5476
67856085,Fis-25602,Synodus variegatus,LC,stable,am,39,Maldives,38,NA,5476
67869958,Fis-35266,Myripristis chryseres,LC,unknown,am,39,Maldives,39,NA,5476
67870015,Fis-26474,Myripristis hexagona,LC,unknown,am,39,Maldives,38,NA,5476
67871203,Fis-28675,Neoniphon aurolineatus,LC,unknown,am,39,Maldives,38,NA,5476
67871355,Fis-25378,Neoniphon sammara,LC,unknown,am,39,Maldives,38,NA,5476
67899355,Fis-32501,Ostichthys archiepiscopus,LC,unknown,am,39,Maldives,40,NA,5476
67899512,Fis-50296,Ostichthys delta,DD,NA,am,39,Maldives,2,NA,5476
67899637,Fis-27745,Ostichthys kaianus,LC,unknown,am,39,Maldives,40,NA,5476
67899687,Fis-53615,Ostichthys hypsipterygion,DD,NA,am,39,Maldives,40,NA,5476
67899991,Fis-28673,Plectrypops lima,LC,unknown,am,39,Maldives,38,NA,5476
67900591,Fis-28613,Pristilepis oligolepis,LC,unknown,am,39,Maldives,38,NA,5476
67902084,Fis-53385,Sargocentron inaequalis,DD,NA,am,39,Maldives,37,NA,5476
67902103,Fis-26196,Sargocentron ittodai,LC,unknown,am,39,Maldives,38,NA,5476
67902657,Fis-25568,Sargocentron melanospilos,LC,unknown,am,39,Maldives,38,NA,5476
67902908,Fis-25849,Sargocentron microstoma,LC,unknown,am,39,Maldives,38,NA,5476
67902985,Fis-25374,Sargocentron punctatissimum,LC,unknown,am,39,Maldives,38,NA,5476
67903042,Fis-26163,Sargocentron spiniferum,LC,unknown,am,39,Maldives,38,NA,5476
67903124,Fis-25376,Sargocentron tiere,LC,unknown,am,39,Maldives,38,NA,5476
67903174,Fis-25377,Sargocentron violaceum,LC,unknown,am,39,Maldives,38,NA,5476
67904147,Fis-28672,Diademichthys lineatus,LC,unknown,am,39,Maldives,38,NA,5476
67905470,Fis-61297,Lepadichthys bolini,LC,unknown,am,39,Maldives,38,NA,5476
67905532,Fis-51643,Lepadichthys minor,LC,unknown,am,39,Maldives,38,NA,5476
67966271,Fis-33224,Scopelosaurus smithii,LC,unknown,am,39,Maldives,43,NA,5476
67997172,Fis-26216,Cirrhitichthys aprinus,LC,unknown,am,39,Maldives,38,NA,5476
67997668,Fis-21635,Cirrhitichthys oxycephalus,LC,unknown,am,39,Maldives,38,NA,5476
67997694,Fis-26698,Cirrhitops fasciatus,LC,unknown,am,39,Maldives,38,NA,5476
67997787,Fis-25842,Cirrhitus pinnulatus,LC,unknown,am,39,Maldives,38,NA,5476
67997854,Fis-31553,Oxycirrhites typus,LC,unknown,am,39,Maldives,38,NA,5476
67997869,Fis-25844,Paracirrhites arcatus,LC,unknown,am,39,Maldives,38,NA,5476
67997879,Fis-25908,Paracirrhites forsteri,LC,unknown,am,39,Maldives,38,NA,5476
68000633,Fis-35565,Limnichthys fasciatus,LC,unknown,am,39,Maldives,38,NA,5476
68000804,Fis-50482,Limnichthys nitidus,LC,unknown,am,39,Maldives,38,NA,5476
68324528,Fis-125894,Gerres erythrourus,LC,unknown,am,39,Maldives,38,NA,5476
68325526,Fis-25367,Acentrogobius caninus,LC,unknown,am,39,Maldives,38,NA,5476
68326872,Fis-152319,Arcygobius baliurus,DD,NA,am,39,Maldives,38,NA,5476
68328081,Fis-32256,Austrolethops wardi,LC,unknown,am,39,Maldives,38,NA,5476
68328587,Fis-54219,Cabillus lacertops,LC,unknown,am,39,Maldives,38,NA,5476
68329253,Fis-21788,Ctenogobiops crocineus,LC,unknown,am,39,Maldives,38,NA,5476
68332344,Fis-163594,Koumansetta hectori,LC,unknown,am,39,Maldives,30,NA,5476
68332598,Fis-27586,Oxyurichthys microlepis,LC,unknown,am,39,Maldives,38,NA,5476
68332934,Fis-162433,Paratrypauchen microcephalus,LC,unknown,am,39,Maldives,38,NA,5476
68333312,Fis-28567,Valenciennea wardii,LC,unknown,am,39,Maldives,38,NA,5476
69128053,Fis-35306,Gunnellichthys curiosus,LC,unknown,am,39,Maldives,38,NA,5476
69128289,Fis-35307,Gunnellichthys monostigma,LC,unknown,am,39,Maldives,38,NA,5476
69128478,Fis-31897,Nemateleotris decora,LC,unknown,am,39,Maldives,38,NA,5476
69130241,Fis-62819,Parioglossus philippinus,LC,unknown,am,39,Maldives,38,NA,5476
69179838,Fis-25091,Ptereleotris evides,LC,unknown,am,39,Maldives,38,NA,5476
69180312,Fis-30940,Ptereleotris grammica,LC,unknown,am,39,Maldives,38,NA,5476
69181442,Fis-25093,Ptereleotris heteroptera,LC,unknown,am,39,Maldives,38,NA,5476
69181503,Fis-30942,Ptereleotris monoptera,LC,unknown,am,39,Maldives,38,NA,5476
69181519,Fis-25096,Ptereleotris zebra,LC,unknown,am,39,Maldives,38,NA,5476
69181822,Fis-58084,Mulloidichthys mimicus,LC,unknown,am,39,Maldives,16,NA,5476
69181847,Fis-62936,Mulloidichthys pfluegeri,LC,unknown,am,39,Maldives,38,NA,5476
69181884,Fis-25930,Mulloidichthys vanicolensis,LC,stable,am,39,Maldives,38,NA,5476
69181941,Fis-25933,Parupeneus barberinus,LC,unknown,am,39,Maldives,38,NA,5476
69181969,Fis-25935,Parupeneus ciliatus,LC,unknown,am,39,Maldives,38,NA,5476
69182011,Fis-25936,Parupeneus cyclostomus,LC,stable,am,39,Maldives,38,NA,5476
69182614,Fis-25938,Parupeneus indicus,LC,unknown,am,39,Maldives,38,NA,5476
69182861,Fis-25940,Parupeneus pleurostigma,LC,unknown,am,39,Maldives,38,NA,5476
69538589,Fis-31616,Upeneus taeniopterus,LC,unknown,am,39,Maldives,38,NA,5476
69539293,Fis-25860,Nemipterus zysron,LC,unknown,am,39,Maldives,38,NA,5476
69539499,Fis-136663,Scolopsis bilineata,LC,unknown,am,39,Maldives,38,NA,5476
69544771,Fis-164397,Opistognathus variabilis,LC,unknown,am,39,Maldives,38,NA,5476
69544846,Fis-53960,Stalix histrio,LC,unknown,am,39,Maldives,38,NA,5476
69545557,Fis-26759,Pristigenys niphonia,LC,unknown,am,39,Maldives,39,NA,5476
69583442,Fis-35794,Pseudochromis tapeinosoma,LC,unknown,am,39,Maldives,38,NA,5476
69583460,Fis-35792,Pseudoplesiops rosae,LC,unknown,am,39,Maldives,38,NA,5476
69689070,Fis-25217,Siganus argenteus,LC,unknown,am,39,Maldives,38,NA,5476
69689242,Fis-25215,Siganus corallinus,LC,unknown,am,39,Maldives,38,NA,5476
69739558,Fis-54035,Trichonotus elegans,LC,unknown,am,39,Maldives,38,NA,5476
69739648,Fis-28582,Trichonotus setiger,LC,unknown,am,39,Maldives,38,NA,5476
69740895,Fis-28975,Xenisthmus polyzonatus,LC,unknown,am,39,Maldives,38,NA,5476
69741115,Fis-25906,Zanclus cornutus,LC,stable,am,39,Maldives,38,NA,5476
69741856,Fis-158436,Asterorhombus cocosensis,LC,unknown,am,39,Maldives,38,NA,5476
69741907,Fis-158441,Asterorhombus filifer,LC,unknown,am,39,Maldives,38,NA,5476
69741958,Fis-10767,Asterorhombus intermedius,LC,unknown,am,39,Maldives,38,NA,5476
69743867,Fis-47565,Engyprosopon hureaui,DD,NA,am,39,Maldives,36,NA,5476
69744004,Fis-25567,Engyprosopon macrolepis,LC,unknown,am,39,Maldives,38,NA,5476
69744038,Fis-21899,Engyprosopon maldivensis,LC,unknown,am,39,Maldives,38,NA,5476
69744396,Fis-47581,Engyprosopon xystrias,LC,unknown,am,39,Maldives,38,NA,5476
69778885,Fis-55068,Taeniopsetta ocellata,LC,unknown,am,39,Maldives,39,NA,5476
69780365,Fis-161142,Aseraggodes xenicus,LC,unknown,am,39,Maldives,38,NA,5476
69781742,Fis-26940,Pardachirus pavoninus,LC,unknown,am,39,Maldives,38,NA,5476
69786877,Fis-164001,Cociella crocodila,LC,unknown,am,39,Maldives,39,NA,5476
69787355,Fis-149811,Onigocia bimaculata,LC,unknown,am,39,Maldives,38,NA,5476
69789503,Fis-28102,Onigocia oligolepis,LC,unknown,am,39,Maldives,2,NA,5476
69789808,Fis-47009,Onigocia pedimacula,LC,unknown,am,39,Maldives,38,NA,5476
69790309,Fis-51077,Rogadius serratus,LC,unknown,am,39,Maldives,38,NA,5476
69790438,Fis-47103,Rogadius welanderi,LC,unknown,am,39,Maldives,38,NA,5476
69790649,Fis-164871,Sunagocia arenicola,LC,unknown,am,39,Maldives,38,NA,5476
69790740,Fis-156511,Sunagocia otaitensis,LC,unknown,am,39,Maldives,38,NA,5476
69793633,Fis-25379,Dendrochirus brachypterus,LC,unknown,am,39,Maldives,38,NA,5476
69793953,Fis-25840,Dendrochirus zebra,LC,unknown,am,39,Maldives,38,NA,5476
69794152,Fis-32524,Iracundus signifer,LC,unknown,am,39,Maldives,38,NA,5476
69798179,Fis-25826,Parascorpaena mcadamsi,LC,unknown,am,39,Maldives,38,NA,5476
69798315,Fis-25827,Parascorpaena mossambica,LC,unknown,am,39,Maldives,38,NA,5476
69798514,Fis-58959,Phenacoscorpius adenensis,LC,unknown,am,39,Maldives,3,NA,5476
69798967,Fis-54510,Pteroidichthys amboinensis,LC,unknown,am,39,Maldives,38,NA,5476
69799447,Fis-25380,Pterois antennata,LC,unknown,am,39,Maldives,38,NA,5476
69799689,Fis-27748,Pterois mombasae,LC,unknown,am,39,Maldives,38,NA,5476
69799861,Fis-31143,Pterois radiata,LC,unknown,am,39,Maldives,38,NA,5476
69800391,Fis-25837,Rhinopias frondosa,LC,unknown,am,39,Maldives,6,NA,5476
69800704,Fis-21582,Thysanophrys chiltonae,LC,unknown,am,39,Maldives,38,NA,5476
69917722,Fis-26478,Scorpaenodes albaiensis,LC,unknown,am,39,Maldives,38,NA,5476
69917918,Fis-165220,Scorpaenodes evides,LC,unknown,am,39,Maldives,38,NA,5476
69918183,Fis-25834,Scorpaenodes guamensis,LC,unknown,am,39,Maldives,38,NA,5476
69918395,Fis-25833,Scorpaenodes minor,LC,unknown,am,39,Maldives,38,NA,5476
69918402,Fis-25381,Scorpaenodes parvipinnis,LC,unknown,am,39,Maldives,38,NA,5476
69918506,Fis-26479,Scorpaenodes scaber,DD,NA,am,39,Maldives,38,NA,5476
69918527,Fis-31549,Scorpaenodes varipinnis,LC,unknown,am,39,Maldives,38,NA,5476
