iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
NA,ITS-98240,Sympagurus trispinosus,NE,NA,am,39,Maldives,36,NA,5476
NA,ITS-89556,Heteralepas cornuta,NE,NA,am,39,Maldives,5,NA,5476
NA,W-Pol-131018,Josephella marenzelleri,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209682,Sthenolepis japonica,NE,NA,am,39,Maldives,66,NA,5476
NA,W-Pol-332992,Aphelochaeta multifilis,NE,NA,am,39,Maldives,52,NA,5476
NA,W-Hyd-221236,Amphogona apsteini,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-Cn-10145,Cassiopea andromeda,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-1847,Stegosoma magnum,NE,NA,am,39,Maldives,50,NA,5476
NA,URM-2-1962,Phallusia arabica,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-2848,Eudistoma pyriforme,NE,NA,am,39,Maldives,40,NA,5476
NA,URM-2-2849,Eudistoma reginum,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-3769,Cnemidocarpa digonas,NE,NA,am,39,Maldives,225,NA,5476
NA,URM-2-3829,Dicarpa pacifica,NE,NA,am,39,Maldives,69,NA,5476
NA,URM-2-3949,Polycarpa mytiligera,NE,NA,am,39,Maldives,36,NA,5476
NA,URM-2-3984,Polycarpa stirpes,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-4064,Styela milleri,NE,NA,am,39,Maldives,306,NA,5476
NA,SLB-96168,Dolioletta gegenbaueri,NE,NA,am,39,Maldives,5,NA,5476
NA,URM-2-1123,Pallenopsis longirostris,NE,NA,am,39,Maldives,156,NA,5476
NA,W-Cha-370469,Decipisagitta decipiens,NE,NA,am,39,Maldives,15,NA,5476
NA,SLB-119127,Eumunida minor,NE,NA,am,39,Maldives,32,NA,5476
NA,W-Msc-505943,Amygdalum peasei,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-197293,Octolasmis warwickii,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130236,Munida curvirostris,NE,NA,am,39,Maldives,52,NA,5476
NA,SLB-130765,Alpheus compressus,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-130951,Alpheus pareuchirus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-131064,Synalpheus fossor,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-131278,Plesionika kensleyi,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-88524,Lauridromia indica,NE,NA,am,39,Maldives,31,NA,5476
NA,W-Msc-507769,Marcia opima,NE,NA,am,39,Maldives,7,NA,5476
NA,W-Msc-211062,Cymatium lotorium,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-208648,Purpura persica,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215762,Vexilla vexillum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93475,Pleuroploca filamentosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-527522,Colubraria muricata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93669,Philinopsis cyanea,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-599450,Sagaminopteron psychedelicum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93870,Chromodoris tinctoria,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93900,Chromodoris geometrica,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-558431,Cadlinella ornatissima,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-94024,Kentrodoris rubescens,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-221080,Halgerda tessellata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-537016,Dendrodoris tuberculosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-181237,Melibe viridis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Sca-344327,Gadila anguidens,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-96433,Cnemidocarpa sericata,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Sca-344281,Cadulus euloides,NE,NA,am,39,Maldives,31,NA,5476
NA,W-Sca-344440,Antalis longitrorsa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bra-235658,Phaneropora galatheae,NE,NA,am,39,Maldives,5,NA,5476
NA,W-Msc-216682,Cerithium dialeucum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216673,Cerithium zebrum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-217089,Hastula penicillata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101364,Acanthosquilla derijardi,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-682581,Heterosquilloides insignis,NE,NA,am,39,Maldives,40,NA,5476
NA,ITS-682593,Oratosquilla fabricii,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101844,Neoanchisquilla tuberculata,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-101991,Gonodactylellus lanchesteri,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-102463,Megabalanus ajax,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-102532,Trevathana dentata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-102838,Armatobalanus quadrivittatus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-103517,Temnaspis excavatum,NE,NA,am,39,Maldives,40,NA,5476
NA,W-Msc-381698,Laevicardium attenuatum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-113072,Pasiphaea major,NE,NA,am,39,Maldives,6,NA,5476
NA,W-Pol-130350,Micronephthys sphaerocirrata,NE,NA,am,39,Maldives,57,NA,5476
NA,W-Pol-209796,Perinereis nigropunctata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130997,Hydroides albiceps,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-333617,Heteralentia ptycholepis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-507280,Rochefortina sandwichensis,NE,NA,am,39,Maldives,30,NA,5476
NA,W-Bch-209157,Epixanthus frontalis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209919,Pista typha,NE,NA,am,39,Maldives,40,NA,5476
NA,SLB-117982,Uroptychus gracilimanus,NE,NA,am,39,Maldives,55,NA,5476
NA,SLB-155695,Dardanus woodmasoni,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208818,Charybdis obtusifrons,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-118461,Psaumis cavipes,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207531,Geograpsus grayi,NE,NA,am,39,Maldives,36,NA,5476
NA,SLB-156261,Rostratoverruca intexta,NE,NA,am,39,Maldives,45,NA,5476
NA,SLB-197295,Conopea calceolus,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-156525,Conopea cymbiformis,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Ase-213360,Neoferdina offreti,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,Lissoporcellana quadrilobata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-158072,Petrolisthes moluccensis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-158273,Pisidia gordoni,NE,NA,am,39,Maldives,8,NA,5476
NA,SLB-158970,Myra eudactyla,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-165917,Glyphocrangon unguiculata,NE,NA,am,39,Maldives,53,NA,5476
NA,W-Hol-214608,Polyplectana kefersteinii,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209082,Macromedaeus nudipes,NE,NA,am,39,Maldives,37,NA,5476
NA,W-Msc-716495,Pilosabia trigona,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Bch-209052,Actaeodes consobrinus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-557896,Cavoportunus dubius,NE,NA,am,39,Maldives,40,NA,5476
NA,W-Bch-209117,Etisus anaglyptus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-444128,Danielea noelensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209126,Pilodius scabriculus,NE,NA,am,39,Maldives,37,NA,5476
NA,SLB-189656,Corallianassa coutierei,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-441550,Hoplophrys oatesi,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208988,Liomera venosa,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190395,Petrolisthes decacanthus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190422,Plesionika reflexa,NE,NA,am,39,Maldives,42,NA,5476
NA,SLB-190424,Pontonides ankeri,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-442882,Thalamita chaptalii,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190482,Stenopus tenuirostris,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209419,Macrophthalmus depressus,NE,NA,am,39,Maldives,8,NA,5476
NA,SLB-193025,Alloeocomatella pectinifera,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-194264,Cerithium caeruleum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Oph-213465,Ophiolepis irregularis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-211148,Cryptochirus coralliodytes,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-107407,Thalamita poisonii,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Iso-220708,Excirolana orientalis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Iso-256475,Rocinela orientalis,NE,NA,am,39,Maldives,41,NA,5476
NA,ITS-551981,Haliporus thetis,NE,NA,am,39,Maldives,299,NA,5476
NA,ITS-551609,Metapenaeopsis gaillardi,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-551638,Metapenaeopsis tarawensis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-551669,Trachypenaeopsis richtersii,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-564771,Neaxius acanthus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612464,Periclimenes madreporae,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612454,Periclimenes latipollex,NE,NA,am,39,Maldives,40,NA,5476
NA,ITS-612532,Pliopontonia furtiva,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659874,Cinetorhynchus reticulatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612230,Anchistus pectinis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612260,Dasycaris zanzibarica,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612266,Fennera chacei,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612377,Periclimenes alcocki,NE,NA,am,39,Maldives,43,NA,5476
NA,SLB-158117,Cuapetes ensifrons,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659929,Alpheus percyi,NE,NA,am,39,Maldives,36,NA,5476
NA,ITS-659933,Alpheus rapacida,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-157985,Raymunida lineata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209471,Cryptodromiopsis tridens,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-12773,Etisus demani,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209125,Pilodius paumotensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-211013,Polydectus cupulifer,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-444993,Ocypode pallidula,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207572,Percnon affine,NE,NA,am,39,Maldives,31,NA,5476
NA,ITS-93579,Colomastix lunalilo,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-333061,Australaugeneria rutilans,NE,NA,am,39,Maldives,32,NA,5476
NA,SLB-3428,Typosyllis hyalina,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-157395,Glycera sphyrabrancha,NE,NA,am,39,Maldives,35,NA,5476
NA,W-Pol-329174,Maldane cristata,NE,NA,am,39,Maldives,41,NA,5476
NA,URM-Cn-4789,Acropora mossambica,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-1797,Fritillaria haplostoma,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-36707,Oikopleura parva,NE,NA,am,39,Maldives,41,NA,5476
NA,URM-2-2478,Polysyncraton millepore,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-3512,Boltenia pilosa,NE,NA,am,39,Maldives,251,NA,5476
NA,URM-2-3549,Culeolus recumbens,NE,NA,am,39,Maldives,88,NA,5476
NA,URM-2-3566,Halocynthia spinosa,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-3740,Botryllus planus,NE,NA,am,39,Maldives,25,NA,5476
NA,URM-2-3902,Polycarpa albatrossi,NE,NA,am,39,Maldives,223,NA,5476
NA,URM-2-4084,Styela tenuibranchia,NE,NA,am,39,Maldives,5,NA,5476
NA,ITS-772549,Nephasoma confusum,NE,NA,am,39,Maldives,5,NA,5476
NA,ITS-772544,Apionsoma misakianum,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-154816,Aspidosiphon elegans,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209067,Zozymodes xanthoides,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-141552,Spondylus spinosus,NE,NA,am,39,Maldives,37,NA,5476
NA,SLB-130743,Alpheus acutocarinatus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130760,Alpheus chiragricus,NE,NA,am,39,Maldives,34,NA,5476
NA,SLB-130788,Alpheus facetus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130898,Alpheus ovaliceps,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130960,Alpheus polyxo,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-131061,Synalpheus demani,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-505704,Mactra luzonica,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-707486,Cellana rota,NE,NA,am,39,Maldives,36,NA,5476
NA,SLB-92918,Turbo bruneus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-597106,Gymnodoris rubropapulosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-527355,Glossodoris pallida,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-95494,Perophora modificata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Sca-344409,Episiphon subtorquatum,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-96340,Compressidens comprimatum,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Msc-386010,Ischnochiton yerburyi,NE,NA,am,39,Maldives,8,NA,5476
NA,W-Sca-344500,Compressidentalium subcurvatum,NE,NA,am,39,Maldives,52,NA,5476
NA,SLB-97354,Costentalina pacifica,NE,NA,am,39,Maldives,5,NA,5476
NA,SLB-97714,Notopharyngoides aruensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-209587,Chromodoris hamiltoni,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-212482,Sphaerodromia nux,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-101354,Lysiosquilla tredecimdentata,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-682579,Pullosquilla litoralis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101678,Pullosquilla thomassini,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-102134,Parvisquilla multituberculata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-103490,Chthamalus malayensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-334441,Perinereis floridana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209795,Perinereis vancaurica,NE,NA,am,39,Maldives,2,NA,5476
NA,W-Msc-507152,Gari pulcherrima,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209728,Leocrates claparedii,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Bch-210267,Hyastenus borradailei,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-211018,Banareia armata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-464157,Epicodakia sweeti,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-441454,Huenia brevifrons,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207864,Spondylus anacanthus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-117471,Cycloseris patelliformis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-593614,Rissoina costata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209014,Pseudoliomera granosimana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-221112,Thyca crystallina,NE,NA,am,39,Maldives,37,NA,5476
NA,W-Por-178376,Siphonodictyon mucosum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207563,Neosarmatium meinerti,NE,NA,am,39,Maldives,36,NA,5476
NA,SLB-155210,Philocheras incisus,NE,NA,am,39,Maldives,31,NA,5476
NA,SLB-155691,Dardanus dearmatus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-155734,Nematopagurus gardineri,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-156239,Metaverruca sculpta,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-156460,Armatobalanus cepa,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,Pyrgoma cancellatum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-158010,Munidopsis dasypus,NE,NA,am,39,Maldives,73,NA,5476
NA,SLB-158057,Pachycheles sculptus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Por-247850,Callyspongia aerizusa,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,Michelopagurus limatulus,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Msc-394955,Anguipecten picturatus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-186085,Acanthephyra cucullata,NE,NA,am,39,Maldives,57,NA,5476
NA,SLB-187225,Platylambrus prensor,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-189552,Alpheus roseodigitalis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-189555,Aniculus erythraeus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208780,Caphyra unidentata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-444085,Cyclodius granulosus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-444400,Zozymodes pumilus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190040,Forestiana depressa,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190045,Galathea mauritiana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209145,Liocarpilodes armiger,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-444201,Liomera laevis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209570,Notosceles chimmonis,NE,NA,am,39,Maldives,43,NA,5476
NA,W-Bch-210184,Trapezia speciosa,NE,NA,am,39,Maldives,14,NA,5476
NA,W-Bch-443857,Tetralia cinctipes,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208872,Thalamita philippinensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208856,Thalamita gracilipes,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-190476,Sadayoshia acroporae,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-443882,Trapezia lutea,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-192974,Zoanthus sansibaricus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-160067,Pseudomaretia alta,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-551529,Bentheogennema stephenseni,NE,NA,am,39,Maldives,57,NA,5476
NA,ITS-551539,Benthesicymus urinator,NE,NA,am,39,Maldives,241,NA,5476
NA,ITS-551516,Aristeus mabahissae,NE,NA,am,39,Maldives,45,NA,5476
NA,ITS-551629,Metapenaeopsis quinquedentata,NE,NA,am,39,Maldives,23,NA,5476
NA,ITS-564718,Bouvieraxius rudis,NE,NA,am,39,Maldives,33,NA,5476
NA,SLB-155280,Kemponia nilandensis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659871,Cinetorhynchus hendersoni,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612330,Periclimenaeus bidentatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659836,Stenopus pyrsonotus,NE,NA,am,39,Maldives,30,NA,5476
NA,W-Bch-208799,Portunus macrophthalmus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-12274,Thalamita dakini,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207532,Geograpsus crinipes,NE,NA,am,39,Maldives,36,NA,5476
NA,ITS-96024,Haliporoides triarthrus,NE,NA,am,39,Maldives,3,NA,5476
NA,ITS-96093,Benthonectes filipes,NE,NA,am,39,Maldives,52,NA,5476
NA,ITS-97045,Plesionika williamsi,NE,NA,am,39,Maldives,3,NA,5476
NA,ITS-99169,Cloridopsis dubia,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Pol-327825,Euniphysa aculeata,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Pol-209642,Paralepidonotus indicus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-327710,Eunice laticeps,NE,NA,am,39,Maldives,43,NA,5476
NA,W-Pol-332898,Aglaophamus lyrochaetus,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-Cn-4932,Montipora solanderi,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-1836,Oikopleura longicauda,NE,NA,am,39,Maldives,45,NA,5476
NA,URM-2-2525,Trididemnum areolatum,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-2721,Ecteinascidia thurstoni,NE,NA,am,39,Maldives,35,NA,5476
NA,URM-2-3729,Botryllus gregalis,NE,NA,am,39,Maldives,8,NA,5476
NA,SLB-38799,Botryllus niger,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-1147,Pallenopsis scoparia,NE,NA,am,39,Maldives,23,NA,5476
NA,URM-2-43,Achelia nana,NE,NA,am,39,Maldives,40,NA,5476
NA,URM-2-143,Ammothella tippula,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-29572,Tanystylum oculospinosum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-342047,Octopus wolfi,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-772552,Nephasoma cutleri,NE,NA,am,39,Maldives,332,NA,5476
NA,W-Bch-208965,Lybia plumosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-507872,Placamen lamellata,NE,NA,am,39,Maldives,19,NA,5476
NA,W-Msc-216543,Callista erycina,NE,NA,am,39,Maldives,8,NA,5476
NA,SLB-190067,Hippa marmorata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130214,Galathea tanegashimae,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-130549,Uroptychus remotispinatus,NE,NA,am,39,Maldives,66,NA,5476
NA,SLB-130976,Alpheus staphylinus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-131111,Synalpheus pescadorensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-505953,Arcuatula arcuatula,NE,NA,am,39,Maldives,31,NA,5476
NA,W-Por-134380,Aphrocallistes beatrix,NE,NA,am,39,Maldives,1,NA,5476
NA,W-Msc-208626,Aplysia oculifera,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-534062,Cratena lineata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Nem-155995,Baseodiscus hemprichii,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Sca-344213,Fissidentalium profundorum,NE,NA,am,39,Maldives,229,NA,5476
NA,W-Sca-344206,Fissidentalium malayanum,NE,NA,am,39,Maldives,141,NA,5476
NA,W-Bra-235518,Xenobrochus africanus,NE,NA,am,39,Maldives,3,NA,5476
NA,W-Msc-214545,Gymnodoris inornata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-599288,Favorinus japonicus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Sca-344317,Dischides prionotus,NE,NA,am,39,Maldives,3,NA,5476
NA,W-Sca-344534,Paradentalium pseudosexagonum,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-101076,Myzostoma attenuatum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101351,Lysiosquilla sulcirostris,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-82852781-608a-4506-a2fb-97671317e21d,Carinosquilla carinata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101871,Acanthosquilla acanthocarpus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101873,Leptosquilla schmeltzii,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-102142,Areosquilla indica,NE,NA,am,39,Maldives,38,NA,5476
NA,NZ-4654,Cantellius septimus,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,Savignium dentatum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-103512,Ibla cumingi,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-328373,Heteromastus similis,NE,NA,am,39,Maldives,22,NA,5476
NA,SLB-112411,Myadora quadrata,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-112437,Octolasmis weberi,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-156498,Solidobalanus maldivensis,NE,NA,am,39,Maldives,40,NA,5476
NA,W-Pol-130376,Leonnates decipiens,NE,NA,am,39,Maldives,2,NA,5476
NA,W-Pol-334111,Neanthes unifasciata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-334446,Perinereis obfuscata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209801,Perinereis suluana,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Pol-326639,Armandia lanceolata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-158430,Laevichlamys lemniscata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-113972,Anodontia ovum,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Bch-444102,Pilodius pilumnoides,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215400,Semipallium fulvicostatum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-152779,Hydropuntia edulis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-210272,Micippa platipes,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-156197,Calantica kampeni,NE,NA,am,39,Maldives,26,NA,5476
NA,SLB-156484,Chirona tenuis,NE,NA,am,39,Maldives,41,NA,5476
NA,SLB-156530,Conopea navicula,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-156590,Cantellius secundus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-157987,Munida kuboi,NE,NA,am,39,Maldives,40,NA,5476
NA,W-Por-166000,Higginsia massalis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-238389,Myra grandis,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-174475,Bathymunida polae,NE,NA,am,39,Maldives,39,NA,5476
NA,SLB-174495,Galathea anepipoda,NE,NA,am,39,Maldives,42,NA,5476
NA,SLB-187000,Culicia tenella,NE,NA,am,39,Maldives,38,NA,5476
