year,rgn_id,fao_rgn,taxon_scientific_name,taxon_common_name,taxon_key,tons,stock_id
1952,39,51,Lutjanus gibbus,Humpback red snapper,600265,68.7535776475865,Lutjanus_gibbus-51
1952,39,51,Macolor,Snappers,502666,68.7535776475864,Macolor-51
1952,39,51,Macolor niger,Black and white snapper,600187,68.7535776475864,Macolor_niger-51
1952,39,51,Marine fishes not identified,Marine fishes nei,100039,4121.02824726814,Marine_fishes_not_identified-51
1952,39,51,Marine pelagic fishes not identified,Pelagic fishes,100339,30.401751510643,Marine_pelagic_fishes_not_identified-51
1952,39,51,Pomacentridae,Damselfishes,400350,10.31484375,Pomacentridae-51
1952,39,51,Prionace glauca,Blue shark,600898,0.652592777777778,Prionace_glauca-51
1952,39,51,Rastrelliger kanagurta,Indian mackerel,600111,7.4616743398509,Rastrelliger_kanagurta-51
1952,39,51,Sardinella,Sardinellas,501940,2.07165338075931,Sardinella-51
1952,39,51,Scomberoides lysan,Doublespotted queenfish,601951,103.13036647138,Scomberoides_lysan-51
1952,39,51,Scomberomorus commerson,Narrowbarred Spanish mackerel,600121,15.4310001456341,Scomberomorus_commerson-51
1952,39,51,Scomberomorus guttatus,Indo-Pacific king mackerel,600123,1.16979948185893,Scomberomorus_guttatus-51
1952,39,51,Scomberomorus lineolatus,Streaked seerfish,600125,0.00587072439526099,Scomberomorus_lineolatus-51
1952,39,51,Seriola,Amberjacks,500928,103.130366471379,Seriola-51
1952,39,51,Sphyraenidae,Barracudas,400360,229.178592158621,Sphyraenidae-51
1952,39,51,Sphyrnidae,"Hammer, bonnet, scoophead sharks",400012,0.652592777777778,Sphyrnidae-51
1952,39,51,Spratelloides gracilis,Silverstriped round herring,601458,276.726687471248,Spratelloides_gracilis-51
1952,39,51,Tenualosa ilisha,Hilsa shad,601596,0.0170161150903719,Tenualosa_ilisha-51
1952,39,51,Tetrapturus angustirostris,Shortbill spearfish,603915,0.547235401068808,Tetrapturus_angustirostris-51
1952,39,51,Thunnus alalunga,Albacore,600142,0.0686700603025369,Thunnus_alalunga-51
1952,39,51,Thunnus albacares,Yellowfin tuna,600143,982.257894337154,Thunnus_albacares-51
1952,39,51,Thunnus obesus,Bigeye tuna,600146,8.72805563436418,Thunnus_obesus-51
1952,39,51,Xiphias gladius,Swordfish,600226,0.273997948203807,Xiphias_gladius-51
1952,39,57,Acanthocybium solandri,Wahoo,600089,0.0327734766901686,Acanthocybium_solandri-57
1952,39,57,Auxis,Bullet and frigate tunas,501163,0.00331033644310423,Auxis-57
1952,39,57,Bregmaceros mcclellandi,Unicorn cod,608421,3.15111820669965e-4,Bregmaceros_mcclellandi-57
1952,39,57,Carangidae,"Jacks, pompanos",400314,4.50247234844903e-4,Carangidae-57
1952,39,57,Decapoda,"Crabs, lobsters, shrimps",390013,1.06979935808047e-4,Decapoda-57
1952,39,57,Marine fishes not identified,Marine fishes nei,100039,0.200961323916299,Marine_fishes_not_identified-57
1952,39,57,Rajiformes,Skates and rays,300014,6.81500025496965e-6,Rajiformes-57
1952,39,57,Scomberomorus commerson,Narrowbarred Spanish mackerel,600121,1.62593551761845e-4,Scomberomorus_commerson-57
1952,39,57,Scomberomorus guttatus,Indo-Pacific king mackerel,600123,0.0297926894897271,Scomberomorus_guttatus-57
1953,39,51,Acanthocybium solandri,Wahoo,600089,0.0101456787793549,Acanthocybium_solandri-51
1953,39,51,Alopias,Thresher sharks,500639,0.666700277777778,Alopias-51
1953,39,51,Aphareus rutilans,Rusty jobfish,600083,69.5819340047862,Aphareus_rutilans-51
1953,39,51,Aprion virescens,Green jobfish,600084,69.5819340047862,Aprion_virescens-51
1953,39,51,Auxis rochei,Bullet tuna,600093,1394.82195359196,Auxis_rochei-51
1953,39,51,Auxis thazard,Frigate tuna,600094,1393.04499556988,Auxis_thazard-51
1953,39,51,Bregmaceros mcclellandi,Unicorn cod,608421,1.79616091004383,Bregmaceros_mcclellandi-51
1953,39,51,Caesio,Caesios,500475,173.4721875,Caesio-51
1953,39,51,Caesio caerulaurea,Blue and gold fusilier,600918,173.4721875,Caesio_caerulaurea-51
1953,39,51,Carangidae,"Jacks, pompanos",400314,244.578026041605,Carangidae-51
1953,39,51,Carangoides coeruleopinnatus,Coastal trevally,601924,104.372901007179,Carangoides_coeruleopinnatus-51
1953,39,51,Carangoides orthogrammus,Island trevally,601909,104.372901007179,Carangoides_orthogrammus-51
1953,39,51,Carangoides talamparoides,Imposter trevally,601912,97.6229010071793,Carangoides_talamparoides-51
1953,39,51,Caranx ignobilis,Giant trevally,601895,104.372901007179,Caranx_ignobilis-51
1953,39,51,Caranx lugubris,Black jack,601936,104.372901007179,Caranx_lugubris-51
1953,39,51,Caranx melampygus,Bluefin trevally,601906,111.122901007179,Caranx_melampygus-51
1953,39,51,Caranx sexfasciatus,Bigeye trevally,601917,104.372901007179,Caranx_sexfasciatus-51
1953,39,51,Carcharhinidae,Requiem sharks,400011,162.674867777778,Carcharhinidae-51
1953,39,51,Carcharhinus,Sharp-nosed sharks,500816,0.666700277777777,Carcharhinus-51
1953,39,51,Carcharhinus falciformis,Silky shark,600868,18.0009075,Carcharhinus_falciformis-51
1953,39,51,Carcharhinus longimanus,Oceanic whitetip shark,600875,0.666700277777778,Carcharhinus_longimanus-51
1953,39,51,Carcharhinus melanopterus,Blacktip reef shark,600877,54.0027225,Carcharhinus_melanopterus-51
1953,39,51,Clupeidae,"Herrings, sardines, menhadens",400043,53.0284007331859,Clupeidae-51
1953,39,51,Elasmobranchii,"Sharks, rays, skates",200004,73.9960002777778,Elasmobranchii-51
1953,39,51,Encrasicholina heteroloba,Shorthead anchovy,600556,82.5165,Encrasicholina_heteroloba-51
1953,39,51,Euthynnus affinis,Kawakawa,600096,1.03803281403048,Euthynnus_affinis-51
1953,39,51,Galeocerdo cuvier,Tiger shark,600886,73.9960002777778,Galeocerdo_cuvier-51
1953,39,51,Hexanchus griseus,Bluntnose sixgill shark,600637,73.3293,Hexanchus_griseus-51
1953,39,51,Istiompax indica,Black marlin,600217,17.2891906316256,Istiompax_indica-51
1953,39,51,Istiophorus platypterus,Indo-Pacific sailfish,600077,3.01763233147355,Istiophorus_platypterus-51
1953,39,51,Isurus oxyrinchus,Shortfin mako,600752,0.666700277777778,Isurus_oxyrinchus-51
1953,39,51,Kajikia audax,Striped marlin,600223,6.54711397039757,Kajikia_audax-51
1953,39,51,Katsuwonus pelamis,Skipjack tuna,600107,3736.9348583705,Katsuwonus_pelamis-51
1953,39,51,Lactarius lactarius,False trevally,600363,0.615786549241858,Lactarius_lactarius-51
1953,39,51,Lethrinidae,"Emperors, scavengers",400328,69.5819340047862,Lethrinidae-51
1953,39,51,Lethrinus harak,Thumbprint emperor,601851,23.1939780015954,Lethrinus_harak-51
