rgn_id,year,habitat,health
1,2003,soft_bottom,0.94435755403109
1,2004,soft_bottom,0.985441378931933
1,2005,soft_bottom,0.968497781398475
1,2006,soft_bottom,0.99300817288714
1,2007,soft_bottom,0.990080843308152
1,2008,soft_bottom,1
1,2009,soft_bottom,0.983119120144958
1,2010,soft_bottom,0.988248342834908
1,2011,soft_bottom,0.982631449772293
1,2012,soft_bottom,0.999846261223351
1,2013,soft_bottom,1
1,2014,soft_bottom,1
1,2015,soft_bottom,1
