rgn_id,year,resilience_score
1,1996,0.56144683
1,1998,0.551151276666667
1,2000,0.539700073333333
1,2002,0.53711472
1,2003,0.524790413333333
1,2004,0.46030653
1,2005,0.504689073333333
1,2006,0.487029583333333
1,2007,0.442762396666667
1,2008,0.43162195
1,2009,0.435135436666667
1,2010,0.443856933333333
1,2011,0.427256483333333
1,2012,0.41088948
1,2013,0.413922363333333
1,2014,0.456471976666667
1,2015,0.435213166666667
1,2016,0.427837716666667
1,2017,0.408229793333333
