rgn_id,year,pressure_score
1,2000,1
1,2001,1
1,2002,1
1,2003,1
1,2004,1
1,2005,1
1,2006,1
1,2007,0.987742809116324
1,2008,0.971536811114263
1,2009,0.929199100958632
1,2010,0.903046694499425
1,2011,0.871454050883379
1,2012,0.874076978379155
1,2013,0.876655987270156
1,2014,0.879192524124623
1,2015,0.881687965197727
