rgn_id,year,pressure_score
1,2009,0
1,2010,0.00635532283724097
1,2011,0.0487537466521534
1,2012,0.0209999407028747
1,2013,0.0104521684744064
1,2014,0.001219067
1,2015,0
1,2016,0
1,2017,0
