"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"CSCP","hab_mangrove_extent","hab_mangrove_extent_gl2018.csv","km2","km2","Habitat extent of mangrove","Area of mangrove habitat","hab_mangrove_extent","~/github/ohi-global/eez/layers/hab_mangrove_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2015,2015,0.060167,0.292447,TRUE,,,,1,FALSE
"CSCP","hab_saltmarsh_extent","hab_saltmarsh_extent_gl2018placeholder.csv","km2","km2","Habitat extent of saltmarsh","Area of saltmarsh habitat","hab_saltmarsh_extent","~/github/ohi-global/eez/layers/hab_saltmarsh_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2018,2018,2018,2018,FALSE,,,,1,FALSE
"CSCP","hab_seagrass_extent","hab_seagrass_extent_gl2018.csv","km2","km2","Habitat extent of seagrass","Area of seagrass habitat","hab_seagrass_extent","~/github/ohi-global/eez/layers/hab_seagrass_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,2387.47,2387.47,FALSE,,,,1,FALSE
"CSHABCP","hab_mangrove_health","hab_mangrove_health_gl2018.csv","health","proportion","Habitat condition of mangrove","Current condition of mangrove habitat relative to historical condition","hab_mangrove_health","~/github/ohi-global/eez/layers/hab_mangrove_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2012,0.885170418930361,0.885170418930361,TRUE,,,,1,FALSE
"CSHABCP","hab_mangrove_trend","hab_mangrove_trend_gl2018.csv","trend","trend","Habitat condition trend of mangrove","Estimated trend in mangrove condition","hab_mangrove_trend","~/github/ohi-global/eez/layers/hab_mangrove_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2012,2015,0,0,TRUE,,,,1,FALSE
"CSHABCP","hab_saltmarsh_health","hab_saltmarsh_health_gl2018placeholder.csv","health","proportion","Habitat condition of saltmarsh","Current condition of saltmarsh habitat relative to historical condition","hab_saltmarsh_health","~/github/ohi-global/eez/layers/hab_saltmarsh_health.csv","rgn_id",,"habitat","year","health",,TRUE,2018,2018,2018,2018,FALSE,,,,1,FALSE
"CSHABCP","hab_saltmarsh_trend","hab_saltmarsh_trend_gl2018placeholder.csv","trend","trend","Habitat condition trend of saltmarsh","Estimated trend in saltmarsh condition","hab_saltmarsh_trend","~/github/ohi-global/eez/layers/hab_saltmarsh_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2018,2018,2018,2018,FALSE,,,,1,FALSE
"CSHABCP","hab_seagrass_health","hab_seagrass_health_gl2018.csv","health","proportion","Habitat condition of seagrass","Current condition of seagrass habitat relative to historical condition","hab_seagrass_health","~/github/ohi-global/eez/layers/hab_seagrass_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2012,0.855116269050631,0.855116269050631,TRUE,,,,1,FALSE
"CSHABCP","hab_seagrass_trend","hab_seagrass_trend_gl2018placeholder.csv","trend","trend","Habitat condition trend of seagrass","Estimated trend in seagrass condition","hab_seagrass_trend","~/github/ohi-global/eez/layers/hab_seagrass_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2018,2018,2018,2018,FALSE,,,,1,FALSE
"CW","cw_chemical_trend","cw_chemical_trend_gl2018.csv","trend","trend","Chemical pollution trend","Trends in chemical pollution, based on commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution) within EEZ","cw_chemical_trend","~/github/ohi-global/eez/layers/cw_chemical_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2016,0,0,TRUE,,,,1,FALSE
"CW","cw_nutrient_trend","cw_nutrient_trend_gl2018.csv","trend","trend","Nutrient pollution trend","Trends in nutrient pollution, using fertilizer consumption as a proxy for nutrient pollution","cw_nutrient_trend","~/github/ohi-global/eez/layers/cw_nutrient_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2016,0,0,TRUE,,,,1,FALSE
"CW","cw_pathogen_trend","cw_pathogen_trend_gl2018.csv","trend","trend","Pathogen pollution trend","Trends in percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","cw_pathogen_trend","~/github/ohi-global/eez/layers/cw_pathogen_trend.csv","rgn_id",,,"year","trend",,TRUE,2009,2015,-0.1524,0.0147,FALSE,,,,1,FALSE
"CW","cw_trash_trend","cw_trash_trend_gl2018.csv","trend","trend","Plastic trash trends","Trends in trash estimated using improperly disposed of plastics","cw_trash_trend","~/github/ohi-global/eez/layers/cw_trash_trend.csv","rgn_id",,,"year","trend",,TRUE,2016,2016,0.0918787801751989,0.0918787801751989,TRUE,,,,1,FALSE
"CWAO pressureCP pressureCS pressureCW pressureECO pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureTR pressure","po_nutrients_3nm","po_nutrients_3nm_gl2018.csv","pressure_score","scaled 0-1","Coastal nutrient pollution","Modeled nutrient pollution within EEZ based on fertilizer consumption","po_nutrients_3nm","~/github/ohi-global/eez/layers/po_nutrients_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0,0,TRUE,,,,1,FALSE
"CWAO pressureCP pressureCS pressureCW pressureHAB pressureICO pressureLSP pressureTR pressure","po_chemicals_3nm","po_chemicals_3nm_gl2018.csv","pressure_score","scaled 0-1","Coastal chemical pollution","Modeled chemical pollution within 3nm of coastline from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","po_chemicals_3nm","~/github/ohi-global/eez/layers/po_chemicals_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.108376668312961,0.108376668312961,TRUE,,,,1,FALSE
"CWCW pressureECO pressureICO pressureLIV pressureLSP pressureSPP pressureTR pressure","po_trash","po_trash_gl2018.csv","pressure_score","scaled 0-1","Marine plastics","Global marine plastic pollution","po_trash","~/github/ohi-global/eez/layers/po_trash.csv","rgn_id",,,"year","pressure_score",,TRUE,2015,2015,0.518126046530165,0.518126046530165,TRUE,,,,1,FALSE
"CWCW pressureECO pressureLIV pressureTR pressure","po_pathogens","po_pathogens_gl2018.csv","pressure_score","scaled 0-1","Pathogen pollution","Percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","po_pathogens","~/github/ohi-global/eez/layers/po_pathogens.csv","rgn_id",,,"year","pressure_score",,TRUE,2000,2015,0.871454050883379,1,TRUE,,,,1,FALSE
"ECO","eco_status","eco_status_gl2018.csv","status","status 0-100","Economic status scores","Calculated using corrected revenue data for several marine sectors  (data not updated since 2013)","eco_status","~/github/ohi-global/eez/layers/eco_status.csv","rgn_id",,,"year","status",,TRUE,2012,2013,44.09,47.05,FALSE,,,,1,FALSE
"ECO","eco_trend","eco_trend_gl2018.csv","trend","trend -1 to 1","Economic trend scores","Calculated using change in revenue for several marine sectors  (data not updated since 2013)","eco_trend","~/github/ohi-global/eez/layers/eco_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2013,-0.63,-0.47,FALSE,,,,1,FALSE
"ECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","fp_art_lb","fp_art_lb_gl2018.csv","pressure_score","scaled 0-1","Low bycatch due to artisanal fishing","Pressure due to artisanal low bycatch fishing identified by reported and IUU tonnes and standardized by NPP","fp_art_lb","~/github/ohi-global/eez/layers/fp_art_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2015,0.232633890934597,0.297353226160797,TRUE,,,,1,FALSE
"ECO pressureFIS pressureLIV pressureMAR pressureNP pressureSPP pressure","po_chemicals","po_chemicals_gl2018.csv","pressure_score","scaled 0-1","Chemical pollution","Modeled chemical pollution within EEZ from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","po_chemicals","~/github/ohi-global/eez/layers/po_chemicals.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.0977111159877084,0.0977111159877084,TRUE,,,,1,FALSE
"ECO pressureFIS pressureLIV pressureNP pressureSPP pressure","po_nutrients","po_nutrients_gl2018.csv","pressure_score","scaled 0-1","Nutrient pollution","Modeled nutrient pollution within 3nm of coastline based on fertilizer consumption","po_nutrients","~/github/ohi-global/eez/layers/po_nutrients.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0,0,TRUE,,,,1,FALSE
"ECO pressureFIS pressureLIV pressureSPP pressure","sp_genetic","sp_genetic_gl2018placeholder.csv","pressure_score","scaled 0-1","Genetic escapes","Introduced mariculture species (Mariculture Sustainability Index) as a proxy for genetic escapes","sp_genetic","~/github/ohi-global/eez/layers/sp_genetic.csv","rgn_id",,,"year","pressure_score",,TRUE,2018,2018,0,0,TRUE,,,,1,FALSE
"ECO resilienceLIV resilience","li_gci","li_gci_gl2018.csv","resilience_score","scaled 0-1","Global Competitiveness Index (GCI)","Competitiveness in achieving sustained economic prosperity","li_gci","~/github/ohi-global/eez/layers/li_gci.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,0.570168311353572,0.570168311353572,TRUE,,,,1,FALSE
"ECOLIV","le_sector_weight","le_sector_weight_gl2018.csv","weight","value","Sectors in each region","Proportion of jobs within each marine sector","le_sector_weight","~/github/ohi-global/eez/layers/le_sector_weight.csv","rgn_id",,"sector",,"weight",,TRUE,,,1,1,TRUE,,,,1,FALSE
"FIS","fis_b_bmsy","fis_b_bmsy_gl2018.csv","bbmsy","B/Bmsy","B/Bmsy estimates","The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield (RAM and catch-MSY data)","fis_b_bmsy","~/github/ohi-global/eez/layers/fis_b_bmsy.csv","rgn_id",,"stock_id","year","bbmsy",,TRUE,2001,2015,0.243545454545455,2.11,FALSE,,,,1,FALSE
"FIS","fis_meancatch","fis_meancatch_gl2018.csv","mean_catch","tonnes","Fishery catch data","Mean commercial catch for each OHI region (averaged across years)","fis_meancatch","~/github/ohi-global/eez/layers/fis_meancatch.csv","rgn_id",,"stock_id_taxonkey","year","mean_catch",,TRUE,2001,2015,2.66666666666667e-06,71158.1502913056,FALSE,,,,1,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilience","species_diversity_eez","species_diversity_eez_gl2018.csv","score","scaled 0-1","Measure of ecological integrity","Marine species condition (species subgoal status score) as a proxy for ecological integrity","species_diversity_eez","~/github/ohi-global/eez/layers/species_diversity_eez.csv","rgn_id",,,"year","score",,TRUE,2012,2018,0.821584190864518,0.826992627521891,TRUE,,,,1,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mora_artisanal","fp_mora_artisanal_gl2018.csv","value","scaled 0-1","Artisanal fisheries management effectiveness","Quality of management of small-scale fishing for artisanal and recreational purposes","fp_mora_artisanal","~/github/ohi-global/eez/layers/fp_mora_artisanal.csv","rgn_id",,,,"value",,TRUE,,,0.41,0.41,TRUE,,,,1,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mpa_eez","fp_mpa_eez_gl2018.csv","resilience.score","scaled 0-1","EEZ protected marine areas (fishing preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","fp_mpa_eez","~/github/ohi-global/eez/layers/fp_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2000,2018,0.000960572085287235,0.00245158237759574,TRUE,,,,1,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","hd_mpa_eez","hd_mpa_eez_gl2018.csv","resilience.score","scaled 0-1","EEZ protected marine areas (habitat preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","hd_mpa_eez","~/github/ohi-global/eez/layers/hd_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2000,2018,0.000960572085287235,0.00245158237759574,TRUE,,,,1,FALSE
"FP","fp_wildcaught_weight","fp_wildcaught_weight_gl2018.csv","w_fis","proportion","Food provision weights","Proportion of wild caught fisheries relative to total food production (e.g., fisheries and mariculture)","fp_wildcaught_weight","~/github/ohi-global/eez/layers/fp_wildcaught_weight.csv","rgn_id",,,"year","w_fis",,TRUE,2005,2015,1,1,TRUE,,,,1,FALSE
"HAB","hab_softbottom_health","hab_softbottom_health_gl2018.csv","health","proportion","Habitat condition of softbottom","Current condition of softbottom habitat, based on demersal destructive fishing practices (e.g., trawling)","hab_softbottom_health","~/github/ohi-global/eez/layers/hab_softbottom_health.csv","rgn_id",,"habitat","year","health",,TRUE,2003,2015,0.94435755403109,1,TRUE,,,,1,FALSE
"HAB","hab_softbottom_trend","hab_softbottom_trend_gl2018.csv","trend","trend","Habitat condition trend of softbottom","Estimated change in softbottom condition, based on trends in demersal destructive fishing practices (e.g., trawling)","hab_softbottom_trend","~/github/ohi-global/eez/layers/hab_softbottom_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2011,2015,-0.0135,0.0231,FALSE,,,,1,FALSE
"HAB resilienceMAR resilienceSPP resilience","g_mariculture","g_mariculture_gl2018.csv","resilience score","scaled 0-1","Management of mariculture  to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: mariculture related questions","g_mariculture","~/github/ohi-global/eez/layers/g_mariculture.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.5,0.5,TRUE,,,,1,FALSE
